,word,centrality
0,allah,0.5323915405834657
1,ye,0.523508137432188
2,say,0.48392979256895374
3,lord,0.4831588529813382
4,said,0.48140589569160996
5,one,0.47679293307381343
6,shall,0.47398972985041304
7,thou,0.4735668079411109
8,us,0.4722325202046415
9,thee,0.4711495783399911
10,day,0.4676211453744493
11,people,0.46731234866828086
12,men,0.46550211957316184
13,believe,0.46092053842813724
14,among,0.455481656296932
15,made,0.45525375268048607
16,earth,0.45496106864776054
17,thy,0.4546038543897216
18,things,0.45385876149077176
19,truth,0.45263307511903916
20,would,0.4522473904707804
21,indeed,0.4520547945205479
22,verily,0.4498199025354898
23,evil,0.44801631963984245
24,may,0.4471356360572873
25,man,0.44657130837189735
26,come,0.44635223211157055
27,sent,0.4446383691706227
28,faith,0.44448321585595646
29,see,0.4440803235253103
30,behold,0.4435854575846218
31,know,0.4435545650811338
32,signs,0.4432150313152401
33,give,0.4426913185514701
34,fear,0.4422916666666667
35,truly,0.4413109756097561
36,good,0.4411581353466787
37,let,0.44103593933938096
38,messenger,0.44003039933674176
39,unbelievers,0.43767179769103903
40,even,0.43662164941386167
41,make,0.436352425322006
42,follow,0.43524909451240346
43,life,0.43471435396901237
44,like,0.434655019449942
45,therein,0.434328968903437
46,right,0.43406256389286446
47,except,0.4340329835082459
48,take,0.4324709716846608
49,reject,0.4322068403908795
50,created,0.4322068403908795
51,fire,0.4317380694143167
52,knowledge,0.4315625423499119
53,never,0.4314456035767511
54,back,0.43092016238159675
55,turn,0.4308618590177243
56,hearts,0.43080357142857145
57,deeds,0.43071616960843984
58,punishment,0.43042508616611475
59,thus,0.4303669166835597
60,messengers,0.43019250253292807
61,forth,0.4299601701208398
62,yet,0.4298731101511879
63,way,0.4296701072657357
64,power,0.4296701072657357
65,mercy,0.4294672960215779
66,away,0.4293514898206822
67,hath,0.42903334456045805
68,penalty,0.42891777224055494
69,call,0.4283984664020986
70,nay,0.4279091642031712
71,guidance,0.4276505740952125
72,given,0.4276218611521418
73,sign,0.4273349436392915
74,unto,0.4273062730627306
75,book,0.4269339053492425
76,wrong,0.4247982391782832
77,message,0.42409109069117057
